client_number,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
781137783,"Attrited Customer",40,M,"High School",Unknown,"Less than $40K",Blue,2420,191,0.079
719821908,"Attrited Customer",38,F,"High School",Single,"Less than $40K",Blue,2703,0,0
712378983,"Attrited Customer",54,M,Unknown,Single,"$80K - $120K",Blue,7570,965,0.127
714197133,"Attrited Customer",51,F,College,Married,"$40K - $60K",Blue,4762,0,0
716279508,"Attrited Customer",48,M,College,Married,"$80K - $120K",Blue,3430,2517,0.734
717502083,"Attrited Customer",41,M,Doctorate,Single,"$120K +",Blue,6314,0,0
709745508,"Attrited Customer",58,F,Unknown,Divorced,"$40K - $60K",Blue,2295,0,0
711382458,"Attrited Customer",43,M,Graduate,Married,"$60K - $80K",Blue,1438,0,0
709102458,"Attrited Customer",47,M,"High School",Single,"$80K - $120K",Blue,4754,0,0
807946833,"Attrited Customer",44,F,Graduate,Single,"Less than $40K",Blue,1791,0,0
717146208,"Attrited Customer",59,F,Graduate,Single,"Less than $40K",Blue,4257,2517,0.591
785237958,"Attrited Customer",45,M,College,Married,"$60K - $80K",Blue,3439,0,0
719123958,"Attrited Customer",40,M,Unknown,Divorced,"$60K - $80K",Blue,5051,0,0
712660308,"Attrited Customer",44,F,"High School",Single,"Less than $40K",Blue,1895,0,0
823548858,"Attrited Customer",53,F,Graduate,Married,Unknown,Blue,10533,330,0.031
712144158,"Attrited Customer",53,F,Graduate,Single,"Less than $40K",Blue,2370,1166,0.492
824560758,"Attrited Customer",35,F,Graduate,Single,"Less than $40K",Blue,1678,0,0
757710783,"Attrited Customer",36,F,Graduate,Married,"Less than $40K",Blue,1493,0,0
710481333,"Attrited Customer",50,F,"High School",Married,"Less than $40K",Blue,2690,1614,0.6
711683358,"Attrited Customer",46,F,"High School",Unknown,"Less than $40K",Blue,3313,0,0
779859558,"Attrited Customer",54,F,"High School",Married,"Less than $40K",Blue,2452,1012,0.413
780670083,"Attrited Customer",39,F,Unknown,Unknown,"$40K - $60K",Blue,4363,0,0
712790358,"Attrited Customer",39,F,Uneducated,Married,Unknown,Blue,3023,1348,0.446
713931258,"Attrited Customer",56,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
708190158,"Attrited Customer",38,F,"High School",Single,"Less than $40K",Blue,2920,2426,0.831
784895358,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Blue,1938,0,0
772271508,"Attrited Customer",46,F,Uneducated,Single,Unknown,Blue,1706,0,0
711412533,"Attrited Customer",40,F,"High School",Single,"Less than $40K",Blue,5492,1573,0.286
778191933,"Attrited Customer",45,M,Uneducated,Single,"$120K +",Blue,7135,2517,0.353
718152333,"Attrited Customer",41,F,Doctorate,Single,Unknown,Blue,2246,0,0
785285883,"Attrited Customer",49,F,Graduate,Single,"Less than $40K",Blue,1675,0,0
711298458,"Attrited Customer",39,F,Unknown,Married,"Less than $40K",Blue,2190,0,0
715773783,"Attrited Customer",44,F,Graduate,Single,"$40K - $60K",Blue,4196,561,0.134
712747758,"Attrited Customer",50,F,Uneducated,Single,"Less than $40K",Blue,2477,0,0
750995508,"Attrited Customer",41,M,Unknown,Single,"$60K - $80K",Blue,4697,1046,0.223
718437033,"Attrited Customer",46,M,Uneducated,Unknown,"$60K - $80K",Blue,1438,681,0.473
709222008,"Attrited Customer",41,M,Unknown,Single,"$80K - $120K",Blue,4742,2221,0.468
718742808,"Attrited Customer",55,F,"High School",Married,"$40K - $60K",Blue,4629,710,0.153
721426383,"Attrited Customer",36,F,Unknown,Single,"Less than $40K",Blue,1558,261,0.168
721041483,"Attrited Customer",45,M,Doctorate,Married,"$60K - $80K",Blue,13093,2517,0.192
708416433,"Attrited Customer",41,F,"High School",Single,"Less than $40K",Blue,2372,0,0
779183958,"Attrited Customer",45,F,Graduate,Single,"Less than $40K",Blue,1492,0,0
711666708,"Attrited Customer",52,F,"High School",Married,Unknown,Blue,2233,1790,0.802
819634233,"Attrited Customer",46,F,Graduate,Unknown,"Less than $40K",Blue,6568,0,0
719868183,"Attrited Customer",42,F,"High School",Married,"$40K - $60K",Blue,1456,0,0
767404083,"Attrited Customer",52,M,Graduate,Single,"$60K - $80K",Blue,3460,0,0
772127508,"Attrited Customer",31,F,Uneducated,Married,"Less than $40K",Blue,1438,0,0
796083783,"Attrited Customer",55,F,College,Single,Unknown,Blue,1438,0,0
778441533,"Attrited Customer",45,F,"High School",Single,Unknown,Blue,4549,1631,0.359
712683633,"Attrited Customer",32,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
708885558,"Attrited Customer",56,F,"High School",Single,"Less than $40K",Blue,3556,0,0
719150658,"Attrited Customer",51,F,Graduate,Married,Unknown,Blue,7551,0,0
716354883,"Attrited Customer",59,F,Graduate,Unknown,Unknown,Blue,9076,0,0
720150858,"Attrited Customer",34,M,"High School",Married,"$80K - $120K",Blue,1439,0,0
711092658,"Attrited Customer",39,F,Graduate,Married,Unknown,Blue,4376,855,0.195
779247483,"Attrited Customer",46,F,Uneducated,Unknown,Unknown,Blue,2069,0,0
772306383,"Attrited Customer",57,F,Unknown,Unknown,"Less than $40K",Blue,1462,0,0
719759733,"Attrited Customer",59,F,Unknown,Single,"$40K - $60K",Blue,1852,0,0
822170733,"Attrited Customer",45,F,College,Single,"Less than $40K",Blue,3785,2517,0.665
719299533,"Attrited Customer",55,F,Unknown,Unknown,"Less than $40K",Blue,3626,795,0.219
716688183,"Attrited Customer",51,F,"High School",Married,"Less than $40K",Blue,1665,1521,0.914
741517458,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Blue,2575,2517,0.977
772286658,"Attrited Customer",63,M,Graduate,Single,"$60K - $80K",Blue,14324,2507,0.175
771045708,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,1504,970,0.645
720460083,"Attrited Customer",45,F,Unknown,Single,Unknown,Gold,34516,0,0
717874533,"Attrited Customer",46,M,"High School",Single,"$40K - $60K",Blue,6362,0,0
712136058,"Attrited Customer",54,F,College,Single,Unknown,Blue,8827,0,0
714276408,"Attrited Customer",52,F,Uneducated,Single,"$40K - $60K",Blue,1915,1445,0.755
713555133,"Attrited Customer",56,F,"High School",Unknown,"Less than $40K",Blue,1667,595,0.357
711232608,"Attrited Customer",47,F,"High School",Single,"Less than $40K",Blue,1636,0,0
719590458,"Attrited Customer",44,F,Graduate,Married,"Less than $40K",Blue,1905,0,0
807379833,"Attrited Customer",48,M,Graduate,Divorced,"$40K - $60K",Blue,9104,145,0.016
778860783,"Attrited Customer",57,M,Unknown,Divorced,"$120K +",Blue,24379,1116,0.046
780008358,"Attrited Customer",59,M,Uneducated,Unknown,"$60K - $80K",Blue,13172,0,0
721274208,"Attrited Customer",41,F,"High School",Single,"Less than $40K",Blue,2201,2104,0.956
714076683,"Attrited Customer",29,F,College,Married,"Less than $40K",Blue,3261,2517,0.772
812218908,"Attrited Customer",46,F,Unknown,Married,"Less than $40K",Blue,4065,2517,0.619
787482033,"Attrited Customer",60,M,"High School",Divorced,"$80K - $120K",Blue,28930,0,0
813810333,"Attrited Customer",50,M,Post-Graduate,Married,"$60K - $80K",Blue,2049,0,0
802668333,"Attrited Customer",49,M,Graduate,Single,"$80K - $120K",Blue,2384,1919,0.805
710061783,"Attrited Customer",49,M,Graduate,Married,"$40K - $60K",Blue,14973,0,0
789312033,"Attrited Customer",48,F,Post-Graduate,Single,"Less than $40K",Blue,3874,460,0.119
713425383,"Attrited Customer",59,F,"High School",Single,"Less than $40K",Blue,7484,1939,0.259
770842833,"Attrited Customer",49,F,"High School",Married,Unknown,Silver,34516,1273,0.037
809464608,"Attrited Customer",47,F,"High School",Married,Unknown,Silver,34516,2517,0.073
712925808,"Attrited Customer",51,F,Unknown,Married,"$40K - $60K",Blue,2710,0,0
708419733,"Attrited Customer",47,M,College,Single,"$60K - $80K",Blue,22599,0,0
801380808,"Attrited Customer",44,M,Doctorate,Married,"$80K - $120K",Blue,25894,2517,0.097
716329383,"Attrited Customer",46,F,Graduate,Single,"Less than $40K",Blue,3138,986,0.314
715327683,"Attrited Customer",45,F,Post-Graduate,Single,"Less than $40K",Blue,4477,2517,0.562
718958583,"Attrited Customer",44,M,Post-Graduate,Single,"$80K - $120K",Blue,2367,1606,0.678
778863258,"Attrited Customer",46,F,Unknown,Married,Unknown,Blue,6030,0,0
712075083,"Attrited Customer",50,M,"High School",Single,"$120K +",Blue,6982,0,0
720903258,"Attrited Customer",48,M,Unknown,Unknown,"$60K - $80K",Blue,9405,0,0
811700058,"Attrited Customer",41,M,Graduate,Single,"$60K - $80K",Gold,34516,687,0.02
720164358,"Attrited Customer",53,F,Graduate,Single,"$40K - $60K",Blue,6058,0,0
711325308,"Attrited Customer",46,M,Unknown,Single,"$80K - $120K",Blue,9959,0,0
709893858,"Attrited Customer",43,M,Post-Graduate,Married,"$40K - $60K",Blue,9422,2108,0.224
711854808,"Attrited Customer",41,M,"High School",Married,"$120K +",Blue,34516,0,0
720891633,"Attrited Customer",53,F,"High School",Single,"Less than $40K",Blue,3199,0,0
769152783,"Attrited Customer",60,F,"High School",Single,"Less than $40K",Blue,8141,1811,0.222
779315508,"Attrited Customer",43,M,Post-Graduate,Single,"$40K - $60K",Blue,9043,1974,0.218
789560433,"Attrited Customer",49,M,Post-Graduate,Single,"$60K - $80K",Blue,14895,0,0
771097683,"Attrited Customer",43,M,"High School",Single,"$120K +",Blue,10896,2517,0.231
711736083,"Attrited Customer",47,F,College,Divorced,Unknown,Blue,6769,274,0.04
718304583,"Attrited Customer",43,M,Unknown,Married,"$60K - $80K",Gold,34516,1085,0.031
780450708,"Attrited Customer",58,M,College,Single,"$120K +",Silver,34516,0,0
714342033,"Attrited Customer",52,M,"High School",Married,"$120K +",Blue,34516,0,0
788943333,"Attrited Customer",51,M,Post-Graduate,Married,"$80K - $120K",Silver,34516,989,0.029
714077583,"Attrited Customer",43,M,Post-Graduate,Married,"$40K - $60K",Platinum,23981,593,0.025
720939933,"Attrited Customer",46,F,Unknown,Single,"Less than $40K",Blue,2879,0,0
716212383,"Attrited Customer",38,M,"High School",Single,"$120K +",Blue,10874,2415,0.222
757667133,"Attrited Customer",54,M,College,Single,"$80K - $120K",Blue,13769,0,0
794571108,"Attrited Customer",39,M,Graduate,Divorced,"$40K - $60K",Silver,17894,304,0.017
714938733,"Attrited Customer",48,M,Post-Graduate,Single,"$80K - $120K",Blue,13174,0,0
716199408,"Attrited Customer",52,F,Graduate,Single,Unknown,Blue,3608,2517,0.698
790051758,"Attrited Customer",50,M,Graduate,Single,"$120K +",Blue,31782,0,0
807393558,"Attrited Customer",51,M,Unknown,Single,"$120K +",Silver,34516,1279,0.037
711167808,"Attrited Customer",40,M,Unknown,Single,"$60K - $80K",Blue,18975,0,0
717579258,"Attrited Customer",36,M,Unknown,Unknown,"$40K - $60K",Blue,6893,1462,0.212
716609433,"Attrited Customer",55,M,"High School",Divorced,"$120K +",Blue,16828,2517,0.15
720962208,"Attrited Customer",42,M,Post-Graduate,Married,"$60K - $80K",Blue,2476,2250,0.909
793608258,"Attrited Customer",54,F,Graduate,Single,"Less than $40K",Silver,13432,0,0
771411408,"Attrited Customer",50,M,Post-Graduate,Unknown,"$80K - $120K",Blue,2673,0,0
720006333,"Attrited Customer",48,M,College,Divorced,"$80K - $120K",Blue,4479,0,0
791730183,"Attrited Customer",38,F,College,Unknown,"Less than $40K",Blue,7385,1817,0.246
712582983,"Attrited Customer",47,F,Graduate,Married,"Less than $40K",Silver,14057,1381,0.098
713003358,"Attrited Customer",40,M,Graduate,Single,"$80K - $120K",Blue,29338,159,0.005
718259433,"Attrited Customer",45,F,"High School",Married,Unknown,Blue,8383,0,0
720655833,"Attrited Customer",48,F,"High School",Married,"Less than $40K",Blue,2913,0,0
711742758,"Attrited Customer",43,F,College,Single,"$40K - $60K",Blue,11508,0,0
712157958,"Attrited Customer",44,M,"High School",Married,"$80K - $120K",Blue,10908,0,0
711332883,"Attrited Customer",62,M,"High School",Single,"$60K - $80K",Blue,7547,2477,0.328
717696333,"Attrited Customer",44,M,Unknown,Married,"$120K +",Blue,34516,0,0
718353633,"Attrited Customer",50,M,Post-Graduate,Unknown,"$80K - $120K",Gold,34516,0,0
789412458,"Attrited Customer",44,M,Post-Graduate,Married,"$60K - $80K",Blue,23026,2517,0.109
711249858,"Attrited Customer",49,M,Unknown,Married,"$80K - $120K",Blue,29890,0,0
719071158,"Attrited Customer",54,F,Graduate,Single,Unknown,Platinum,34516,0,0
719714658,"Attrited Customer",61,M,Post-Graduate,Single,"$60K - $80K",Blue,12218,0,0
716858433,"Attrited Customer",43,F,Graduate,Single,"Less than $40K",Blue,3015,0,0
714052158,"Attrited Customer",49,M,"High School",Married,"$120K +",Blue,11714,949,0.081
720178158,"Attrited Customer",46,F,"High School",Unknown,"Less than $40K",Blue,7552,0,0
710958933,"Attrited Customer",43,M,Graduate,Single,"$40K - $60K",Blue,6080,787,0.129
720698883,"Attrited Customer",51,M,"High School",Single,"$80K - $120K",Blue,28605,0,0
780384483,"Attrited Customer",49,M,Unknown,Unknown,"$80K - $120K",Blue,2886,925,0.321
714190983,"Attrited Customer",51,F,Graduate,Single,Unknown,Platinum,34516,531,0.015
742865883,"Attrited Customer",46,F,Unknown,Single,"$40K - $60K",Blue,9110,2517,0.276
755212608,"Attrited Customer",50,M,Unknown,Married,"$40K - $60K",Blue,13067,0,0
716486508,"Attrited Customer",45,F,"High School",Married,"$40K - $60K",Blue,3399,0,0
798553158,"Attrited Customer",62,F,Graduate,Single,"Less than $40K",Blue,3109,0,0
711613308,"Attrited Customer",58,M,Unknown,Single,"$60K - $80K",Blue,2236,710,0.318
718558758,"Attrited Customer",34,M,Unknown,Single,"$80K - $120K",Blue,3711,1413,0.381
718504233,"Attrited Customer",43,F,Uneducated,Married,"Less than $40K",Blue,2082,1794,0.862
813804783,"Attrited Customer",41,F,"High School",Single,"$40K - $60K",Blue,2667,0,0
715649358,"Attrited Customer",39,M,College,Married,"$60K - $80K",Blue,3879,0,0
718732833,"Attrited Customer",56,F,College,Single,"Less than $40K",Blue,2783,1763,0.633
803216433,"Attrited Customer",43,F,Graduate,Married,"Less than $40K",Silver,14806,2517,0.17
820666083,"Attrited Customer",41,M,Graduate,Single,"$120K +",Blue,27742,2517,0.091
712044558,"Attrited Customer",51,F,Uneducated,Single,"Less than $40K",Silver,14563,1309,0.09
713131158,"Attrited Customer",58,M,Uneducated,Single,"$80K - $120K",Blue,10286,0,0
718113633,"Attrited Customer",41,M,Uneducated,Married,"$120K +",Blue,34516,0,0
708229308,"Attrited Customer",49,F,Unknown,Married,"Less than $40K",Blue,3243,0,0
710064033,"Attrited Customer",45,M,Uneducated,Married,"$40K - $60K",Blue,4572,0,0
709319658,"Attrited Customer",48,F,Graduate,Single,"Less than $40K",Platinum,15987,0,0
709764483,"Attrited Customer",61,M,Graduate,Unknown,"$60K - $80K",Blue,6157,581,0.094
812247033,"Attrited Customer",51,F,Uneducated,Married,"Less than $40K",Blue,3536,0,0
717580458,"Attrited Customer",43,M,Uneducated,Divorced,"$80K - $120K",Blue,19333,0,0
715610733,"Attrited Customer",60,M,Uneducated,Married,"$40K - $60K",Blue,3735,1175,0.315
710161083,"Attrited Customer",62,F,Uneducated,Single,"Less than $40K",Blue,5780,0,0
715799808,"Attrited Customer",52,M,"High School",Single,"$60K - $80K",Blue,3764,0,0
711838008,"Attrited Customer",37,M,Graduate,Married,"$60K - $80K",Blue,6407,478,0.075
711826983,"Attrited Customer",47,F,Unknown,Married,"$40K - $60K",Blue,5822,0,0
708369633,"Attrited Customer",34,F,Graduate,Married,"Less than $40K",Gold,15487,1847,0.119
714959358,"Attrited Customer",50,M,"High School",Married,"$80K - $120K",Silver,34516,2292,0.066
719593608,"Attrited Customer",56,M,Uneducated,Married,"$80K - $120K",Blue,33870,0,0
715830558,"Attrited Customer",50,M,Uneducated,Unknown,"$120K +",Blue,34516,397,0.012
714941358,"Attrited Customer",53,F,Graduate,Married,"Less than $40K",Blue,4005,0,0
716088783,"Attrited Customer",60,M,College,Married,"$80K - $120K",Blue,29239,0,0
718458858,"Attrited Customer",41,M,Graduate,Single,"$80K - $120K",Silver,34516,0,0
715630983,"Attrited Customer",31,F,Graduate,Single,"Less than $40K",Blue,4598,0,0
712768983,"Attrited Customer",51,M,Graduate,Single,"$80K - $120K",Silver,34516,230,0.007
716881683,"Attrited Customer",45,M,Uneducated,Married,"$80K - $120K",Blue,3435,2517,0.733
717529233,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,3319,0,0
711794358,"Attrited Customer",61,M,College,Single,"$80K - $120K",Blue,21398,0,0
719683158,"Attrited Customer",56,F,Unknown,Married,"Less than $40K",Blue,4746,0,0
716260833,"Attrited Customer",56,F,Unknown,Single,"Less than $40K",Blue,4668,2517,0.539
719694408,"Attrited Customer",30,F,College,Single,"Less than $40K",Blue,4541,0,0
718045008,"Attrited Customer",31,M,Post-Graduate,Married,"Less than $40K",Blue,3768,0,0
811076883,"Attrited Customer",45,M,Graduate,Married,"$40K - $60K",Blue,7979,0,0
716863458,"Attrited Customer",44,M,Uneducated,Single,"$80K - $120K",Silver,34516,569,0.016
766821033,"Attrited Customer",61,M,Unknown,Single,"$120K +",Blue,4650,1162,0.25
714615258,"Attrited Customer",32,M,"High School",Single,"$40K - $60K",Blue,4819,2134,0.443
710455608,"Attrited Customer",40,M,"High School",Single,"$80K - $120K",Blue,4620,0,0
713514633,"Attrited Customer",59,M,Graduate,Single,"$60K - $80K",Blue,6224,0,0
717571683,"Attrited Customer",47,F,Uneducated,Married,"$40K - $60K",Gold,23981,0,0
712021233,"Attrited Customer",33,M,Graduate,Married,"$60K - $80K",Blue,23399,0,0
712916958,"Attrited Customer",55,F,Graduate,Married,Unknown,Blue,12494,0,0
716124408,"Attrited Customer",32,M,Graduate,Single,"$120K +",Gold,34516,1692,0.049
800758233,"Attrited Customer",30,M,College,Single,"$60K - $80K",Blue,4109,0,0
821241708,"Attrited Customer",47,M,Unknown,Unknown,"$80K - $120K",Blue,7953,0,0
716987358,"Attrited Customer",29,M,Post-Graduate,Divorced,"$60K - $80K",Blue,8022,0,0
709259958,"Attrited Customer",53,F,Graduate,Single,"Less than $40K",Blue,5541,2517,0.454
709213458,"Attrited Customer",42,M,"High School",Married,"$80K - $120K",Blue,22993,0,0
718252533,"Attrited Customer",30,F,Graduate,Divorced,"Less than $40K",Blue,4203,996,0.237
717898758,"Attrited Customer",55,F,Graduate,Married,"Less than $40K",Silver,12207,0,0
770220558,"Attrited Customer",57,M,Unknown,Single,"$60K - $80K",Blue,5859,0,0
708662583,"Attrited Customer",41,M,Unknown,Married,"$60K - $80K",Silver,27945,0,0
708152358,"Attrited Customer",54,M,Post-Graduate,Unknown,"$80K - $120K",Blue,18512,1664,0.09
709075533,"Attrited Customer",41,M,Uneducated,Single,"$80K - $120K",Blue,12094,0,0
714361083,"Attrited Customer",40,F,College,Single,"Less than $40K",Blue,5989,0,0
714608583,"Attrited Customer",45,M,"High School",Divorced,"$120K +",Blue,5287,0,0
709928358,"Attrited Customer",40,M,Graduate,Single,"$80K - $120K",Blue,32554,0,0
712265508,"Attrited Customer",32,M,Post-Graduate,Single,"$40K - $60K",Blue,4015,0,0
715051608,"Attrited Customer",34,M,"High School",Single,"$60K - $80K",Blue,9719,2517,0.259
717439983,"Attrited Customer",48,M,Graduate,Married,"$80K - $120K",Blue,14774,2517,0.17
714391683,"Attrited Customer",39,M,Unknown,Married,"$60K - $80K",Gold,34516,2517,0.073
708841233,"Attrited Customer",41,M,College,Married,"$80K - $120K",Blue,14682,2517,0.171
713632983,"Attrited Customer",43,M,"High School",Married,"$80K - $120K",Blue,10588,503,0.048
719612583,"Attrited Customer",52,F,Uneducated,Divorced,Unknown,Blue,12091,0,0
718333983,"Attrited Customer",57,M,Unknown,Divorced,"$120K +",Blue,13694,2219,0.162
717518733,"Attrited Customer",56,F,"High School",Married,"Less than $40K",Blue,9463,764,0.081
708805908,"Attrited Customer",30,M,Graduate,Married,"Less than $40K",Silver,10017,726,0.072
710155158,"Attrited Customer",37,M,Uneducated,Unknown,"$80K - $120K",Blue,31832,518,0.016
720353808,"Attrited Customer",34,M,"High School",Unknown,"$80K - $120K",Silver,34516,0,0
717047583,"Attrited Customer",47,F,Doctorate,Married,"Less than $40K",Blue,4779,2517,0.527
712895733,"Attrited Customer",40,M,Uneducated,Single,"$80K - $120K",Blue,34516,572,0.017
719629308,"Attrited Customer",55,F,Unknown,Single,Unknown,Silver,34516,1783,0.052
754443033,"Attrited Customer",50,M,Graduate,Single,"$80K - $120K",Silver,34516,432,0.013
720748608,"Attrited Customer",44,M,Graduate,Divorced,"$40K - $60K",Blue,3575,0,0
709823733,"Attrited Customer",44,F,Graduate,Unknown,"$40K - $60K",Blue,5508,0,0
720512433,"Attrited Customer",56,M,Uneducated,Single,"$60K - $80K",Blue,15219,2281,0.15
710162133,"Attrited Customer",41,M,Graduate,Married,"$80K - $120K",Blue,4725,1253,0.265
710878308,"Attrited Customer",50,F,Graduate,Single,"Less than $40K",Blue,3699,913,0.247
713390433,"Attrited Customer",44,M,Graduate,Unknown,"$60K - $80K",Gold,34516,2517,0.073
712010358,"Attrited Customer",49,M,Graduate,Single,"$80K - $120K",Blue,3999,0,0
711432258,"Attrited Customer",55,M,Graduate,Single,"$60K - $80K",Blue,4178,0,0
714294183,"Attrited Customer",54,M,Graduate,Divorced,"$80K - $120K",Blue,9580,132,0.014
708354858,"Attrited Customer",51,M,Unknown,Single,"$120K +",Blue,14938,0,0
708301683,"Attrited Customer",40,M,Uneducated,Married,"$80K - $120K",Blue,20798,1059,0.051
712113558,"Attrited Customer",45,M,Graduate,Married,"$80K - $120K",Blue,24844,1273,0.051
720597108,"Attrited Customer",48,F,Post-Graduate,Divorced,"Less than $40K",Blue,9943,2138,0.215
719767683,"Attrited Customer",46,M,College,Single,"$80K - $120K",Blue,16983,0,0
715321008,"Attrited Customer",39,M,Unknown,Married,"$120K +",Blue,34516,2517,0.073
780042633,"Attrited Customer",37,F,Unknown,Married,Unknown,Silver,31718,0,0
713269533,"Attrited Customer",42,M,College,Single,"$80K - $120K",Blue,9959,2517,0.253
789684258,"Attrited Customer",57,M,Post-Graduate,Single,"$80K - $120K",Silver,34516,1847,0.054
761079783,"Attrited Customer",40,M,Graduate,Married,"$60K - $80K",Blue,5500,442,0.08
787518258,"Attrited Customer",49,M,Uneducated,Married,"$120K +",Blue,8549,0,0
717631908,"Attrited Customer",56,M,Unknown,Married,"Less than $40K",Blue,4390,0,0
769396158,"Attrited Customer",55,M,College,Single,"$80K - $120K",Blue,24884,0,0
716717733,"Attrited Customer",55,F,Uneducated,Single,"Less than $40K",Blue,4841,859,0.177
709383933,"Attrited Customer",31,M,Unknown,Unknown,"$80K - $120K",Blue,4246,2517,0.593
715113933,"Attrited Customer",54,M,Unknown,Single,"$80K - $120K",Blue,11077,573,0.052
715714458,"Attrited Customer",48,M,Graduate,Single,"$40K - $60K",Blue,4446,0,0
715076358,"Attrited Customer",57,M,Post-Graduate,Unknown,"$80K - $120K",Blue,23714,0,0
769667583,"Attrited Customer",34,M,Post-Graduate,Single,"$40K - $60K",Blue,3744,0,0
715645908,"Attrited Customer",59,M,"High School",Single,"$80K - $120K",Gold,34516,0,0
778643733,"Attrited Customer",48,F,Uneducated,Single,"$40K - $60K",Gold,23981,1454,0.061
710980383,"Attrited Customer",53,M,"High School",Single,"$80K - $120K",Silver,34516,0,0
709971708,"Attrited Customer",51,F,"High School",Single,Unknown,Blue,9701,0,0
710153583,"Attrited Customer",30,F,Uneducated,Married,"Less than $40K",Blue,6075,0,0
720565458,"Attrited Customer",43,M,Post-Graduate,Single,"$60K - $80K",Blue,17306,0,0
715496058,"Attrited Customer",41,F,Uneducated,Single,"Less than $40K",Gold,15987,0,0
716238483,"Attrited Customer",59,M,College,Married,"$80K - $120K",Blue,12918,2352,0.182
718297683,"Attrited Customer",59,F,"High School",Single,"Less than $40K",Blue,4085,0,0
719118708,"Attrited Customer",49,F,Unknown,Single,"Less than $40K",Blue,5855,0,0
779333883,"Attrited Customer",51,F,Uneducated,Married,"Less than $40K",Blue,7428,0,0
826245858,"Attrited Customer",50,M,Graduate,Single,"$80K - $120K",Silver,34516,0,0
789817833,"Attrited Customer",44,F,Post-Graduate,Unknown,"Less than $40K",Blue,9073,2466,0.272
717060858,"Attrited Customer",31,M,Graduate,Married,"Less than $40K",Blue,6911,2517,0.364
757291008,"Attrited Customer",46,M,Unknown,Married,"$80K - $120K",Blue,34516,289,0.008
708963258,"Attrited Customer",46,M,College,Married,"$60K - $80K",Blue,13344,1907,0.143
711746133,"Attrited Customer",50,M,Unknown,Single,"$120K +",Blue,32563,0,0
708496833,"Attrited Customer",60,M,"High School",Single,"Less than $40K",Blue,4613,0,0
710895708,"Attrited Customer",35,F,Doctorate,Married,"Less than $40K",Blue,3876,0,0
719859033,"Attrited Customer",32,M,Graduate,Married,"$40K - $60K",Blue,3264,0,0
710155983,"Attrited Customer",52,M,Unknown,Single,"$40K - $60K",Blue,4826,0,0
779571708,"Attrited Customer",43,M,Graduate,Married,"$60K - $80K",Blue,4259,0,0
713318733,"Attrited Customer",32,M,College,Single,"$60K - $80K",Blue,4097,0,0
709611183,"Attrited Customer",41,F,"High School",Married,"Less than $40K",Blue,3952,0,0
712441308,"Attrited Customer",41,F,Unknown,Single,Unknown,Blue,29295,0,0
711684408,"Attrited Customer",50,F,Graduate,Married,"Less than $40K",Blue,4935,1574,0.319
715825458,"Attrited Customer",47,M,Graduate,Married,"$80K - $120K",Blue,12933,2239,0.173
711161133,"Attrited Customer",36,F,Unknown,Single,"Less than $40K",Blue,6071,0,0
713242383,"Attrited Customer",39,M,Uneducated,Married,"$120K +",Silver,34516,796,0.023
717457008,"Attrited Customer",43,M,Uneducated,Single,"$40K - $60K",Blue,9267,0,0
712841883,"Attrited Customer",50,M,College,Single,"$80K - $120K",Silver,34516,2517,0.073
719582058,"Attrited Customer",41,M,Doctorate,Single,"$80K - $120K",Blue,24001,1629,0.068
711096633,"Attrited Customer",37,F,Uneducated,Unknown,"Less than $40K",Silver,12203,0,0
708197358,"Attrited Customer",57,M,Uneducated,Unknown,"$80K - $120K",Blue,30543,264,0.009
757247808,"Attrited Customer",42,F,Graduate,Married,"Less than $40K",Blue,5230,2517,0.481
710170758,"Attrited Customer",32,M,Post-Graduate,Married,"$60K - $80K",Blue,4469,2331,0.522
780511683,"Attrited Customer",47,M,Graduate,Single,"$40K - $60K",Blue,4413,232,0.053
719847108,"Attrited Customer",52,M,Unknown,Married,"$40K - $60K",Blue,8455,2517,0.298
708385533,"Attrited Customer",49,F,Graduate,Married,"Less than $40K",Silver,11059,0,0
719379858,"Attrited Customer",39,M,Graduate,Married,"$80K - $120K",Blue,24239,0,0
709657533,"Attrited Customer",44,M,"High School",Unknown,"$120K +",Blue,7793,2270,0.291
712487883,"Attrited Customer",54,M,"High School",Married,"$80K - $120K",Blue,7464,0,0
753220383,"Attrited Customer",29,M,Graduate,Single,"$120K +",Blue,11722,0,0
708340758,"Attrited Customer",41,M,"High School",Married,"Less than $40K",Blue,7769,0,0
718376583,"Attrited Customer",52,M,Graduate,Divorced,"$80K - $120K",Silver,34516,751,0.022
720827133,"Attrited Customer",43,F,Doctorate,Single,"Less than $40K",Blue,6261,463,0.074
708948483,"Attrited Customer",54,M,Graduate,Married,"$80K - $120K",Silver,34516,761,0.022
716721483,"Attrited Customer",59,M,Uneducated,Single,"$40K - $60K",Blue,14458,2017,0.14
710527533,"Attrited Customer",45,M,College,Single,"$40K - $60K",Blue,4982,0,0
